Chrom	WindowStart	WindowEnd	AvgOverAllSites	AvgOverSitesWithDxyEstimate
chrX	1	10000	0.0041850935289496	0.173655333151436
chrX	10001	20000	0.00802904989962359	0.206934275763495
chrX	20001	30000	0.0045931191625484	0.12902020119518
chrX	30001	40000	0.0045202876342804	0.163778537473928
chrX	40001	50000	0.003438291057119	0.17191455285595
chrX	50001	60000	0.0036019622559654	0.148228899422445
chrX	60001	70000	0.00630094144329759	0.15951750489361
chrX	70001	80000	0.004340878321142	0.182389845426135
chrX	80001	90000	0.00282776412812	0.1767352580075
chrX	90001	100000	0.00419423069361281	0.169806910672583
chrX	100001	110000	0.0031871376884882	0.160966549923647
chrX	110001	120000	0.0046648026990208	0.161972315938222
chrX	120001	130000	0.0037572105720248	0.146766037969719
chrX	130001	140000	0.003328296434334	0.124190165460224
chrX	140001	150000	0.0055715584699828	0.145852315968136
chrX	150001	160000	0.0058622678756176	0.143683036167098
chrX	160001	170000	0.0047975964021936	0.153769115454923
chrX	170001	180000	0.00647309348263519	0.177345026921512
chrX	180001	190000	0.00438157984813761	0.128869995533459
chrX	190001	200000	0.0036788560223272	0.143705313372156
chrX	200001	210000	0.0057490264606726	0.141601636962379
chrX	210001	220000	0.0047875346350834	0.130450535015896
chrX	220001	230000	0.0044763570180488	0.124689610530607
chrX	230001	240000	0.0060229721982264	0.154040209673309
chrX	240001	250000	0.00846075237153636	0.145875040888558
chrX	250001	260000	0.00575775215970718	0.117265828099943
chrX	260001	270000	0.00735944961280377	0.122047257260427
chrX	270001	280000	0.00945160134067895	0.132190228540964
chrX	280001	290000	0.00648992152231759	0.11842922485981
chrX	290001	300000	0.00482247402988619	0.133586538223994
chrX	300001	310000	0.00992752375557155	0.160121350896315
chrX	310001	320000	0.00636746758177838	0.119018085640717
chrX	320001	330000	0.00730799336859777	0.120395277901117
chrX	330001	340000	0.00687759755585899	0.141514353001214
chrX	340001	350000	0.00850656110331855	0.116688080978307
chrX	350001	360000	0.0107896744820032	0.127386947839471
chrX	360001	370000	0.0104770599363334	0.131621355984087
chrX	370001	380000	0.00841133525438657	0.131017683090133
chrX	380001	390000	0.00461265176228561	0.110881051978019
chrX	390001	400000	0.00716499185383778	0.133178287246055
chrX	400001	410000	0.0123222089043959	0.132496869939741
chrX	410001	420000	0.00894758257070955	0.122401950351704
chrX	420001	430000	0.00772367549145196	0.115451053683886
chrX	430001	440000	0.00736869425257438	0.11752303433133
chrX	440001	450000	0.00961216869087655	0.129369699742618
chrX	450001	460000	0.0118034395770597	0.123337926615044
chrX	460001	470000	0.00921119624380276	0.121519739364153
chrX	470001	480000	0.00970495891513794	0.11907925049249
chrX	480001	490000	0.0113186477600041	0.124654711013261
chrX	490001	500000	0.0122710806883295	0.130128109102116
chrX	500001	510000	0.0123025064233965	0.136846567557247
chrX	510001	520000	0.0100165027040513	0.124738514371748
chrX	520001	530000	0.0116278532103135	0.130796998991153
chrX	530001	540000	0.0126537431421669	0.1347576479464
chrX	540001	550000	0.0189277479484953	0.150938978855624
chrX	550001	560000	0.0181556088729311	0.148330137850745
chrX	560001	570000	0.0140411604570838	0.132965534631475
chrX	570001	580000	0.0119984020961803	0.126033635464079
chrX	580001	590000	0.0134082887162753	0.125899424565966
chrX	590001	600000	0.0174632727114312	0.142907305330861
chrX	600001	610000	0.00945460127417696	0.125392589843196
chrX	610001	620000	0.00931754657852578	0.140961370325655
chrX	620001	630000	0.0182161729053996	0.152692145057834
chrX	630001	640000	0.0141600004259478	0.138823533587723
chrX	640001	650000	0.0163148829467856	0.136070750181698
chrX	650001	660000	0.0161794422457703	0.14056856859922
chrX	660001	670000	0.0137082425099076	0.144145557412277
chrX	670001	680000	0.0182416072464701	0.142847355101567
chrX	680001	690000	0.0137949692624515	0.122840331811679
chrX	690001	700000	0.0126535484341561	0.12085528590407
chrX	700001	710000	0.0125424906360313	0.133006263372549
chrX	710001	720000	0.0149127189817944	0.13507897628437
chrX	720001	730000	0.0105914445030078	0.125342538497133
chrX	730001	740000	0.0104935835839415	0.123745089433273
chrX	740001	750000	0.0147050761148514	0.136410724627564
chrX	750001	760000	0.0121939927148763	0.135188389300181
chrX	760001	770000	0.0126037916768657	0.129005032516538
chrX	770001	780000	0.0131461149688537	0.125201094941464
chrX	780001	790000	0.0117071197802483	0.133186800685419
chrX	790001	800000	0.00975168739125656	0.137347709736008
chrX	800001	810000	0.0130976553979482	0.151593233772548
chrX	810001	820000	0.0131812893927057	0.116339712203934
chrX	820001	830000	0.0121632798170719	0.127230960429623
chrX	830001	840000	0.0104089407098269	0.111444761347183
chrX	840001	850000	0.0112518572441009	0.118191777774169
chrX	850001	860000	0.0147710536941902	0.129684404689993
chrX	860001	870000	0.0127856903450941	0.132083577945187
chrX	870001	880000	0.0105716065726483	0.123644521317525
chrX	880001	890000	0.010121403233478	0.124801519525006
chrX	890001	900000	0.0119467664556991	0.13779430744751
chrX	900001	910000	0.0123103962765645	0.130545029443951
chrX	910001	920000	0.0103454744272508	0.12996827169913
chrX	920001	930000	0.0109077598288989	0.141843430804928
chrX	930001	940000	0.010148116969452	0.139397211118846
chrX	940001	950000	0.00969679955234776	0.136382553478871
chrX	950001	960000	0.0118707368704402	0.15317079832826
chrX	960001	970000	0.0143381573995062	0.154839712737648
chrX	970001	980000	0.0139947572914624	0.157598618147099
chrX	980001	990000	0.0129433394813	0.139325505719053
chrX	990001	1000000	0.00933396602667516	0.141423727676896
chrX	1000001	1010000	0.0112826352537986	0.145207660924048
chrX	1010001	1020000	0.00818217636857518	0.151241707367379
chrX	1020001	1030000	0.0063645555300308	0.138661340523547
chrX	1030001	1040000	0.0166994077024015	0.149101854485727
chrX	1040001	1050000	0.0156140361648019	0.150860252800018
chrX	1050001	1060000	0.0121229084369985	0.12536616791105
chrX	1060001	1070000	0.0130330928230753	0.148103327534947
chrX	1070001	1080000	0.0163622448112717	0.168682936198677
chrX	1080001	1090000	0.017229969213334	0.145893050070568
chrX	1090001	1100000	0.0133146203014497	0.138838584999476
chrX	1100001	1110000	0.0109835342229503	0.139032078771523
chrX	1110001	1120000	0.00950316220226377	0.142690123157114
chrX	1120001	1130000	0.0107300807555953	0.133958561243388
chrX	1130001	1140000	0.0189201957469985	0.15063850117037
chrX	1140001	1150000	0.0167621842150461	0.156949290403054
chrX	1150001	1160000	0.0124917565760741	0.135192170736733
chrX	1160001	1170000	0.0142053849361466	0.138995938709849
chrX	1170001	1180000	0.0159914254474334	0.138814457008971
chrX	1180001	1190000	0.0166775589460461	0.144770476962205
chrX	1190001	1200000	0.0180360111236619	0.150050009348269
chrX	1200001	1210000	0.0125079310302259	0.143275269532943
chrX	1210001	1220000	0.0138657600735902	0.135540176672436
chrX	1220001	1230000	0.0138846228864426	0.141824544294613
chrX	1230001	1240000	0.0157588420544691	0.149090274876718
chrX	1240001	1250000	0.0114959596474013	0.130487623693545
chrX	1250001	1260000	0.0101990245380632	0.134197691290305
chrX	1260001	1270000	0.0123046879402253	0.142911590478808
chrX	1270001	1280000	0.0141266388148198	0.134156114100853
chrX	1280001	1290000	0.00989477078482875	0.130023269183032
chrX	1290001	1300000	0.00840271219024676	0.119526489192699
chrX	1300001	1310000	0.00702709167904499	0.148250879304747
chrX	1310001	1320000	0.00913458639675954	0.129019581875135
chrX	1320001	1330000	0.0113985673815819	0.138837605134981
chrX	1330001	1340000	0.0193249046220868	0.139832884385577
chrX	1340001	1350000	0.0143138920341922	0.145614364539086
chrX	1350001	1360000	0.0124158791608323	0.137343796026906
chrX	1360001	1370000	0.014832188223723	0.140589461836237
chrX	1370001	1380000	0.0103602556153635	0.13813674153818
chrX	1380001	1390000	0.0122875124692788	0.153786138539158
chrX	1390001	1400000	0.0161123331100775	0.137712248804081
chrX	1400001	1410000	0.0150652907404212	0.127671955427299
chrX	1410001	1420000	0.0127002805689079	0.117161259860774
chrX	1420001	1430000	0.00978061287776976	0.126364507464726
chrX	1430001	1440000	0.0116071936459857	0.140864000558079
chrX	1440001	1450000	0.0121472249516305	0.121715680878061
chrX	1450001	1460000	0.0116751780752843	0.131774018908401
chrX	1460001	1470000	0.0111601724709199	0.126246294919909
chrX	1470001	1480000	0.0141012782806796	0.141153936743539
chrX	1480001	1490000	0.0145509372990752	0.131207730379398
chrX	1490001	1500000	0.0143421361711648	0.136852444381343
chrX	1500001	1510000	0.0140308374814492	0.139194816284218
chrX	1510001	1520000	0.0144150864294322	0.123522591511844
chrX	1520001	1530000	0.00795478001046218	0.140048943846165
chrX	1530001	1540000	0.0131929359935165	0.142012228132578
chrX	1540001	1550000	0.0126693268861309	0.124087432773074
chrX	1550001	1560000	0.00981028001395576	0.140548424268707
chrX	1560001	1570000	0.0138222462646598	0.133677430025723
chrX	1570001	1580000	0.0114228471324317	0.131599621341379
chrX	1580001	1590000	0.0157590449632096	0.139214178120226
chrX	1590001	1600000	0.0169152205556951	0.15009068816056
chrX	1600001	1610000	0.0193199426765919	0.148843934334298
chrX	1610001	1620000	0.010282939498957	0.12773837886903
chrX	1620001	1630000	0.0144983573650856	0.148853771715458
chrX	1630001	1640000	0.0197757793194543	0.173319713579792
chrX	1640001	1650000	0.0136963092496454	0.138206955092284
chrX	1650001	1660000	0.0145008665224106	0.144863801422683
chrX	1660001	1670000	0.0132362839042626	0.129386939435607
chrX	1670001	1680000	0.0114671289607249	0.120833814127765
chrX	1680001	1690000	0.0102160136713879	0.117425444498712
chrX	1690001	1700000	0.0127977672565181	0.124009372640679
chrX	1700001	1710000	0.0115475569170225	0.132123076853805
chrX	1710001	1720000	0.0140457265663354	0.133008774302419
chrX	1720001	1730000	0.0145838990337352	0.125614978757409
chrX	1730001	1740000	0.0112402614706721	0.131927951533711
chrX	1740001	1750000	0.0149473101711032	0.133101604373137
chrX	1750001	1760000	0.0125795513824274	0.132976230258217
chrX	1760001	1770000	0.0136639145770058	0.136094766703245
chrX	1770001	1780000	0.00992344374419715	0.120430142526664
chrX	1780001	1790000	0.013127771064462	0.135198466163357
chrX	1790001	1800000	0.0115372458382787	0.123393003617954
chrX	1800001	1810000	0.0110784672821567	0.140411499140136
chrX	1810001	1820000	0.0128074337098069	0.130024707713776
chrX	1820001	1830000	0.0159171300716821	0.146566575245691
chrX	1830001	1840000	0.0122880953872594	0.145421247186502
chrX	1840001	1850000	0.0113892808528644	0.175760506988648
chrX	1850001	1860000	0.0103414926600739	0.140509411142309
chrX	1860001	1870000	0.00986001816545397	0.134149907012979
chrX	1870001	1880000	0.0154199541004252	0.140436740441031
chrX	1880001	1890000	0.0165982329400741	0.138203438302032
chrX	1890001	1900000	0.0128612975081069	0.125231718676796
chrX	1900001	1910000	0.0147249989402584	0.139838546441201
chrX	1910001	1920000	0.0124767936384743	0.131889996178375
chrX	1920001	1930000	0.0148714907312724	0.140961997452819
chrX	1930001	1940000	0.0145333455628082	0.149674001676706
chrX	1940001	1950000	0.0151548783221048	0.149309146030589
chrX	1950001	1960000	0.0142430026472552	0.136427228421984
chrX	1960001	1970000	0.00940304680717277	0.131695333433792
chrX	1970001	1980000	0.0194857138052985	0.15235116345034
chrX	1980001	1990000	0.0151049541613407	0.139344595584324
chrX	1990001	2000000	0.014632720639014	0.154353593238544
chrX	2000001	2010000	0.00936356989890397	0.137699557336823
chrX	2010001	2020000	0.00951725277385176	0.126056328130487
chrX	2020001	2030000	0.0103840855102467	0.144625146382266
chrX	2030001	2040000	0.0107317734066738	0.131355855650842
chrX	2040001	2050000	0.0137311633783011	0.145457239176919
chrX	2050001	2060000	0.0163329852145967	0.161393134531588
chrX	2060001	2070000	0.0100636006434256	0.139966629254876
chrX	2070001	2080000	0.0116681412547585	0.144051126601957
chrX	2080001	2090000	0.0122084357965862	0.151094502432997
chrX	2090001	2100000	0.0111323476755986	0.142357387155992
chrX	2100001	2110000	0.00832085815766358	0.125692721414858
chrX	2110001	2120000	0.0102953063621933	0.125705816388197
chrX	2120001	2130000	0.00901730090685634	0.131065420157796
chrX	2130001	2140000	0.00735310793825058	0.116901557046909
chrX	2140001	2150000	0.00937010916700835	0.124107406185541
chrX	2150001	2160000	0.0116664018618398	0.153102386638317
chrX	2160001	2170000	0.00957866728840016	0.118401326185416
chrX	2170001	2180000	0.0104245490594106	0.136805105766543
chrX	2180001	2190000	0.0118949220971473	0.129999148602703
chrX	2190001	2200000	0.0126065383636351	0.132560866073976
chrX	2200001	2210000	0.0160765684627778	0.147762577782884
chrX	2210001	2220000	0.0123104342727321	0.131803364804412
chrX	2220001	2230000	0.0140076263078764	0.133405964836918
chrX	2230001	2240000	0.0197711425590891	0.221401372442207
chrX	2240001	2250000	0.0133559210871273	0.122083373739738
chrX	2250001	2260000	0.0138509652278025	0.136867245334017
chrX	2260001	2270000	0.0138670162237681	0.13476206242729
chrX	2270001	2280000	0.0138584246999602	0.140980922685251
chrX	2280001	2290000	0.0170624337537999	0.140547230261943
chrX	2290001	2300000	0.0127326456744361	0.126315929309882
chrX	2300001	2310000	0.0148464232879898	0.138492754552144
chrX	2310001	2320000	0.0104322204606895	0.120325495509683
chrX	2320001	2330000	0.0123990316265349	0.129832791900889
chrX	2330001	2340000	0.0135096147940848	0.145892168402643
chrX	2340001	2350000	0.0109783899602279	0.123352696182336
chrX	2350001	2360000	0.0139322462814476	0.133835218841956
chrX	2360001	2370000	0.0150740570511056	0.133635257545262
chrX	2370001	2380000	0.0149077431731671	0.140374229502515
chrX	2380001	2390000	0.0127609840200273	0.149076916121815
chrX	2390001	2400000	0.0145568077973304	0.132214421410812
chrX	2400001	2410000	0.0133054236649147	0.124582618585344
chrX	2410001	2420000	0.0118320322306695	0.120000326883058
chrX	2420001	2430000	0.0143377613617168	0.128820856798893
chrX	2430001	2440000	0.014389502354573	0.122463849826153
chrX	2440001	2450000	0.0160442409184033	0.136314706188643
chrX	2450001	2460000	0.0141246633981866	0.134264861199493
chrX	2460001	2470000	0.0114936377711081	0.136019381906605
